,student id,learning outcome name,learning outcome friendly name,course sis id,assessment title,learning outcome rating,learning outcome rating points
17,34410,GE_CF2_U1415 Christian Formation 2,Christian Formation 2,SP2022_THEO2100_03,My Theology Paper:  Comparing and Contrasting Wesleyan Theology with My Own Christian Theological Tradition,Target: Compare and contrast Wesleyan theology with other major theological traditions of Christendom.,2.0
18,34671,GE_CF2_U1415 Christian Formation 2,Christian Formation 2,SP2022_THEO2100_03,My Theology Paper:  Comparing and Contrasting Wesleyan Theology with My Own Christian Theological Tradition,Target: Compare and contrast Wesleyan theology with other major theological traditions of Christendom.,2.0
19,34845,GE_CF2_U1415 Christian Formation 2,Christian Formation 2,SP2022_THEO2100_03,My Theology Paper:  Comparing and Contrasting Wesleyan Theology with My Own Christian Theological Tradition,Exemplary: Articulate distinctive characteristics of Wesleyan theology and its contributions to broader conversations within Christian theology.,3.0
20,38860,GE_CF2_U1415 Christian Formation 2,Christian Formation 2,SP2022_THEO2100_03,My Theology Paper:  Comparing and Contrasting Wesleyan Theology with My Own Christian Theological Tradition,Minimum: List the characteristics of Wesleyan theology.,1.0
21,40463,GE_CF2_U1415 Christian Formation 2,Christian Formation 2,SP2022_THEO2100_03,My Theology Paper:  Comparing and Contrasting Wesleyan Theology with My Own Christian Theological Tradition,Target: Compare and contrast Wesleyan theology with other major theological traditions of Christendom.,2.0
22,40561,GE_CF2_U1415 Christian Formation 2,Christian Formation 2,SP2022_THEO2100_03,My Theology Paper:  Comparing and Contrasting Wesleyan Theology with My Own Christian Theological Tradition,Minimum: List the characteristics of Wesleyan theology.,1.0
23,40609,GE_CF2_U1415 Christian Formation 2,Christian Formation 2,SP2022_THEO2100_03,My Theology Paper:  Comparing and Contrasting Wesleyan Theology with My Own Christian Theological Tradition,Exemplary: Articulate distinctive characteristics of Wesleyan theology and its contributions to broader conversations within Christian theology.,3.0
24,40610,GE_CF2_U1415 Christian Formation 2,Christian Formation 2,SP2022_THEO2100_03,My Theology Paper:  Comparing and Contrasting Wesleyan Theology with My Own Christian Theological Tradition,Exemplary: Articulate distinctive characteristics of Wesleyan theology and its contributions to broader conversations within Christian theology.,3.0
25,40618,GE_CF2_U1415 Christian Formation 2,Christian Formation 2,SP2022_THEO2100_03,My Theology Paper:  Comparing and Contrasting Wesleyan Theology with My Own Christian Theological Tradition,Minimum: List the characteristics of Wesleyan theology.,1.0
26,40629,GE_CF2_U1415 Christian Formation 2,Christian Formation 2,SP2022_THEO2100_03,My Theology Paper:  Comparing and Contrasting Wesleyan Theology with My Own Christian Theological Tradition,Target: Compare and contrast Wesleyan theology with other major theological traditions of Christendom.,2.0
27,40677,GE_CF2_U1415 Christian Formation 2,Christian Formation 2,SP2022_THEO2100_03,My Theology Paper:  Comparing and Contrasting Wesleyan Theology with My Own Christian Theological Tradition,Target: Compare and contrast Wesleyan theology with other major theological traditions of Christendom.,2.0
28,40683,GE_CF2_U1415 Christian Formation 2,Christian Formation 2,SP2022_THEO2100_03,My Theology Paper:  Comparing and Contrasting Wesleyan Theology with My Own Christian Theological Tradition,Target: Compare and contrast Wesleyan theology with other major theological traditions of Christendom.,2.0
29,40704,GE_CF2_U1415 Christian Formation 2,Christian Formation 2,SP2022_THEO2100_03,My Theology Paper:  Comparing and Contrasting Wesleyan Theology with My Own Christian Theological Tradition,Target: Compare and contrast Wesleyan theology with other major theological traditions of Christendom.,2.0
30,40747,GE_CF2_U1415 Christian Formation 2,Christian Formation 2,SP2022_THEO2100_03,My Theology Paper:  Comparing and Contrasting Wesleyan Theology with My Own Christian Theological Tradition,Exemplary: Articulate distinctive characteristics of Wesleyan theology and its contributions to broader conversations within Christian theology.,3.0
31,40757,GE_CF2_U1415 Christian Formation 2,Christian Formation 2,SP2022_THEO2100_03,My Theology Paper:  Comparing and Contrasting Wesleyan Theology with My Own Christian Theological Tradition,Minimum: List the characteristics of Wesleyan theology.,1.0
32,40802,GE_CF2_U1415 Christian Formation 2,Christian Formation 2,SP2022_THEO2100_03,My Theology Paper:  Comparing and Contrasting Wesleyan Theology with My Own Christian Theological Tradition,Target: Compare and contrast Wesleyan theology with other major theological traditions of Christendom.,2.0
33,40938,GE_CF2_U1415 Christian Formation 2,Christian Formation 2,SP2022_THEO2100_03,My Theology Paper:  Comparing and Contrasting Wesleyan Theology with My Own Christian Theological Tradition,Exemplary: Articulate distinctive characteristics of Wesleyan theology and its contributions to broader conversations within Christian theology.,3.0
34,41160,GE_CF2_U1415 Christian Formation 2,Christian Formation 2,SP2022_THEO2100_03,My Theology Paper:  Comparing and Contrasting Wesleyan Theology with My Own Christian Theological Tradition,Target: Compare and contrast Wesleyan theology with other major theological traditions of Christendom.,2.0
35,2835,GE_CF4_U1516 Christian Formation 4,,SP2022_PHIL3620_01,Research Paper,Exemplary: Construct a cogent inductive or sound deductive argument where premises strongly support the conclusion.  The argument should also avoid all fallacies of formal and informal logic.,3.0
36,3078,GE_CF4_U1516 Christian Formation 4,,SP2022_PHIL3620_01,Research Paper,Target: Construct a cogent inductive or sound deductive argument where premises support the conclusion.  The argument should also avoid obvious fallacies of formal and informal logic.,2.0
37,12523,GE_CF4_U1516 Christian Formation 4,,SP2022_PHIL3620_01,Research Paper,Exemplary: Construct a cogent inductive or sound deductive argument where premises strongly support the conclusion.  The argument should also avoid all fallacies of formal and informal logic.,3.0
38,12725,GE_CF4_U1516 Christian Formation 4,,SP2022_PHIL3080_1U,Inductive Argument Paper ,Target: Construct a cogent inductive or sound deductive argument where premises support the conclusion.  The argument should also avoid obvious fallacies of formal and informal logic.,2.0
39,12725,GE_CF4_U1516 Christian Formation 4,,SP2022_PHIL3080_1U,Argument Paper ,Minimum: Construct an inductive or deductive argument demonstrating a basic understanding of how the premises should support the conclusion.,1.0
40,14622,GE_CF4_U1516 Christian Formation 4,,SP2022_THEO3620_01,Research Paper,Target: Construct a cogent inductive or sound deductive argument where premises support the conclusion.  The argument should also avoid obvious fallacies of formal and informal logic.,2.0
41,14717,GE_CF4_U1516 Christian Formation 4,,SP2022_THEO3620_01,Research Paper,Target: Construct a cogent inductive or sound deductive argument where premises support the conclusion.  The argument should also avoid obvious fallacies of formal and informal logic.,2.0
42,16262,GE_CF4_U1516 Christian Formation 4,,SP2022_PHIL3620_01,Research Paper,Target: Construct a cogent inductive or sound deductive argument where premises support the conclusion.  The argument should also avoid obvious fallacies of formal and informal logic.,2.0
43,17704,GE_CF4_U1516 Christian Formation 4,,SP2022_PHIL3080_1U,Inductive Argument Paper ,Exemplary: Construct a cogent inductive or sound deductive argument where premises strongly support the conclusion.  The argument should also avoid all fallacies of formal and informal logic.,3.0
44,17704,GE_CF4_U1516 Christian Formation 4,,SP2022_PHIL3080_1U,Argument Paper ,Exemplary: Construct a cogent inductive or sound deductive argument where premises strongly support the conclusion.  The argument should also avoid all fallacies of formal and informal logic.,3.0
45,18189,GE_CF4_U1516 Christian Formation 4,,SP2022_PHIL3080_1U,Inductive Argument Paper ,Minimum: Construct an inductive or deductive argument demonstrating a basic understanding of how the premises should support the conclusion.,1.0
46,18189,GE_CF4_U1516 Christian Formation 4,,SP2022_PHIL3080_1U,Argument Paper ,Minimum: Construct an inductive or deductive argument demonstrating a basic understanding of how the premises should support the conclusion.,1.0
47,18405,GE_CF4_U1516 Christian Formation 4,,SP2022_PHIL3080_1U,Inductive Argument Paper ,Exemplary: Construct a cogent inductive or sound deductive argument where premises strongly support the conclusion.  The argument should also avoid all fallacies of formal and informal logic.,3.0
48,18405,GE_CF4_U1516 Christian Formation 4,,SP2022_PHIL3080_1U,Argument Paper ,Minimum: Construct an inductive or deductive argument demonstrating a basic understanding of how the premises should support the conclusion.,1.0
49,21434,GE_CF4_U1516 Christian Formation 4,,SP2022_THEO3620_01,Research Paper,,
50,21459,GE_CF4_U1516 Christian Formation 4,,SP2022_PHIL3080_1U,Inductive Argument Paper ,Target: Construct a cogent inductive or sound deductive argument where premises support the conclusion.  The argument should also avoid obvious fallacies of formal and informal logic.,2.0
51,21459,GE_CF4_U1516 Christian Formation 4,,SP2022_PHIL3080_1U,Argument Paper ,Minimum: Construct an inductive or deductive argument demonstrating a basic understanding of how the premises should support the conclusion.,1.0
52,21510,GE_CF4_U1516 Christian Formation 4,,SP2022_PHIL3620_01,Research Paper,Exemplary: Construct a cogent inductive or sound deductive argument where premises strongly support the conclusion.  The argument should also avoid all fallacies of formal and informal logic.,3.0
53,21518,GE_CF4_U1516 Christian Formation 4,,SP2022_THEO3620_01,Research Paper,Target: Construct a cogent inductive or sound deductive argument where premises support the conclusion.  The argument should also avoid obvious fallacies of formal and informal logic.,2.0
54,21559,GE_CF4_U1516 Christian Formation 4,,SP2022_THEO3620_01,Research Paper,Minimum: Construct an inductive or deductive argument demonstrating a basic understanding of how the premises should support the conclusion.,1.0
55,21603,GE_CF4_U1516 Christian Formation 4,,SP2022_PHIL3620_01,Research Paper,Target: Construct a cogent inductive or sound deductive argument where premises support the conclusion.  The argument should also avoid obvious fallacies of formal and informal logic.,2.0
56,21995,GE_CF4_U1516 Christian Formation 4,,SP2022_PHIL3620_01,Research Paper,Exemplary: Construct a cogent inductive or sound deductive argument where premises strongly support the conclusion.  The argument should also avoid all fallacies of formal and informal logic.,3.0
57,25889,GE_CF4_U1516 Christian Formation 4,,SP2022_THEO3620_01,Research Paper,Minimum: Construct an inductive or deductive argument demonstrating a basic understanding of how the premises should support the conclusion.,1.0
58,26125,GE_CF4_U1516 Christian Formation 4,,SP2022_PHIL3080_1U,Inductive Argument Paper ,Target: Construct a cogent inductive or sound deductive argument where premises support the conclusion.  The argument should also avoid obvious fallacies of formal and informal logic.,2.0
59,26125,GE_CF4_U1516 Christian Formation 4,,SP2022_PHIL3080_1U,Argument Paper ,Target: Construct a cogent inductive or sound deductive argument where premises support the conclusion.  The argument should also avoid obvious fallacies of formal and informal logic.,2.0
60,27346,GE_CF4_U1516 Christian Formation 4,,SP2022_THEO3620_01,Research Paper,Minimum: Construct an inductive or deductive argument demonstrating a basic understanding of how the premises should support the conclusion.,1.0
61,27401,GE_CF4_U1516 Christian Formation 4,,SP2022_PHIL3620_01,Research Paper,Target: Construct a cogent inductive or sound deductive argument where premises support the conclusion.  The argument should also avoid obvious fallacies of formal and informal logic.,2.0
62,27539,GE_CF4_U1516 Christian Formation 4,,SP2022_PHIL3080_1U,Inductive Argument Paper ,Minimum: Construct an inductive or deductive argument demonstrating a basic understanding of how the premises should support the conclusion.,1.0
63,27539,GE_CF4_U1516 Christian Formation 4,,SP2022_PHIL3080_1U,Argument Paper ,Exemplary: Construct a cogent inductive or sound deductive argument where premises strongly support the conclusion.  The argument should also avoid all fallacies of formal and informal logic.,3.0
64,27598,GE_CF4_U1516 Christian Formation 4,,SP2022_PHIL3620_01,Research Paper,Exemplary: Construct a cogent inductive or sound deductive argument where premises strongly support the conclusion.  The argument should also avoid all fallacies of formal and informal logic.,3.0
65,27625,GE_CF4_U1516 Christian Formation 4,,SP2022_THEO3620_01,Research Paper,Target: Construct a cogent inductive or sound deductive argument where premises support the conclusion.  The argument should also avoid obvious fallacies of formal and informal logic.,2.0
66,27694,GE_CF4_U1516 Christian Formation 4,,SP2022_PHIL3080_1U,Inductive Argument Paper ,Minimum: Construct an inductive or deductive argument demonstrating a basic understanding of how the premises should support the conclusion.,1.0
67,27905,GE_CF4_U1516 Christian Formation 4,,SP2022_THEO3620_01,Research Paper,Target: Construct a cogent inductive or sound deductive argument where premises support the conclusion.  The argument should also avoid obvious fallacies of formal and informal logic.,2.0
68,27908,GE_CF4_U1516 Christian Formation 4,,SP2022_THEO3620_01,Research Paper,Minimum: Construct an inductive or deductive argument demonstrating a basic understanding of how the premises should support the conclusion.,1.0
69,27914,GE_CF4_U1516 Christian Formation 4,,SP2022_PHIL3620_01,Research Paper,Exemplary: Construct a cogent inductive or sound deductive argument where premises strongly support the conclusion.  The argument should also avoid all fallacies of formal and informal logic.,3.0
70,27919,GE_CF4_U1516 Christian Formation 4,,SP2022_THEO3620_01,Research Paper,Target: Construct a cogent inductive or sound deductive argument where premises support the conclusion.  The argument should also avoid obvious fallacies of formal and informal logic.,2.0
71,32052,GE_CF4_U1516 Christian Formation 4,,SP2022_PHIL3080_1U,Inductive Argument Paper ,Target: Construct a cogent inductive or sound deductive argument where premises support the conclusion.  The argument should also avoid obvious fallacies of formal and informal logic.,2.0
72,32052,GE_CF4_U1516 Christian Formation 4,,SP2022_PHIL3080_1U,Argument Paper ,Exemplary: Construct a cogent inductive or sound deductive argument where premises strongly support the conclusion.  The argument should also avoid all fallacies of formal and informal logic.,3.0
73,34375,GE_CF4_U1516 Christian Formation 4,,SP2022_PHIL3080_1U,Argument Paper ,Target: Construct a cogent inductive or sound deductive argument where premises support the conclusion.  The argument should also avoid obvious fallacies of formal and informal logic.,2.0
74,34421,GE_CF4_U1516 Christian Formation 4,,SP2022_THEO3620_01,Research Paper,Target: Construct a cogent inductive or sound deductive argument where premises support the conclusion.  The argument should also avoid obvious fallacies of formal and informal logic.,2.0
75,34437,GE_CF4_U1516 Christian Formation 4,,SP2022_THEO3620_01,Research Paper,Minimum: Construct an inductive or deductive argument demonstrating a basic understanding of how the premises should support the conclusion.,1.0
76,34442,GE_CF4_U1516 Christian Formation 4,,SP2022_PHIL3080_1U,Argument Paper ,Exemplary: Construct a cogent inductive or sound deductive argument where premises strongly support the conclusion.  The argument should also avoid all fallacies of formal and informal logic.,3.0
77,34571,GE_CF4_U1516 Christian Formation 4,,SP2022_THEO3620_01,Research Paper,Target: Construct a cogent inductive or sound deductive argument where premises support the conclusion.  The argument should also avoid obvious fallacies of formal and informal logic.,2.0
78,34637,GE_CF4_U1516 Christian Formation 4,,SP2022_PHIL3620_01,Research Paper,Target: Construct a cogent inductive or sound deductive argument where premises support the conclusion.  The argument should also avoid obvious fallacies of formal and informal logic.,2.0
79,34664,GE_CF4_U1516 Christian Formation 4,,SP2022_THEO3620_01,Research Paper,Exemplary: Construct a cogent inductive or sound deductive argument where premises strongly support the conclusion.  The argument should also avoid all fallacies of formal and informal logic.,3.0
80,34741,GE_CF4_U1516 Christian Formation 4,,SP2022_PHIL3080_1U,Inductive Argument Paper ,Target: Construct a cogent inductive or sound deductive argument where premises support the conclusion.  The argument should also avoid obvious fallacies of formal and informal logic.,2.0
81,34741,GE_CF4_U1516 Christian Formation 4,,SP2022_PHIL3080_1U,Argument Paper ,Minimum: Construct an inductive or deductive argument demonstrating a basic understanding of how the premises should support the conclusion.,1.0
82,34992,GE_CF4_U1516 Christian Formation 4,,SP2022_PHIL3080_1U,Inductive Argument Paper ,Exemplary: Construct a cogent inductive or sound deductive argument where premises strongly support the conclusion.  The argument should also avoid all fallacies of formal and informal logic.,3.0
83,34992,GE_CF4_U1516 Christian Formation 4,,SP2022_PHIL3080_1U,Argument Paper ,Exemplary: Construct a cogent inductive or sound deductive argument where premises strongly support the conclusion.  The argument should also avoid all fallacies of formal and informal logic.,3.0
84,36561,GE_CF4_U1516 Christian Formation 4,,SP2022_PHIL3080_1U,Inductive Argument Paper ,Target: Construct a cogent inductive or sound deductive argument where premises support the conclusion.  The argument should also avoid obvious fallacies of formal and informal logic.,2.0
85,36561,GE_CF4_U1516 Christian Formation 4,,SP2022_PHIL3080_1U,Argument Paper ,Minimum: Construct an inductive or deductive argument demonstrating a basic understanding of how the premises should support the conclusion.,1.0
86,39010,GE_CF4_U1516 Christian Formation 4,,SP2022_PHIL3080_1U,Inductive Argument Paper ,Exemplary: Construct a cogent inductive or sound deductive argument where premises strongly support the conclusion.  The argument should also avoid all fallacies of formal and informal logic.,3.0
87,39010,GE_CF4_U1516 Christian Formation 4,,SP2022_PHIL3080_1U,Argument Paper ,Exemplary: Construct a cogent inductive or sound deductive argument where premises strongly support the conclusion.  The argument should also avoid all fallacies of formal and informal logic.,3.0
88,40854,GE_CF4_U1516 Christian Formation 4,,SP2022_PHIL3080_1U,Argument Paper ,Target: Construct a cogent inductive or sound deductive argument where premises support the conclusion.  The argument should also avoid obvious fallacies of formal and informal logic.,2.0
89,40880,GE_CF4_U1516 Christian Formation 4,,SP2022_PHIL3620_01,Research Paper,Exemplary: Construct a cogent inductive or sound deductive argument where premises strongly support the conclusion.  The argument should also avoid all fallacies of formal and informal logic.,3.0
90,40890,GE_CF4_U1516 Christian Formation 4,,SP2022_PHIL3080_1U,Inductive Argument Paper ,Target: Construct a cogent inductive or sound deductive argument where premises support the conclusion.  The argument should also avoid obvious fallacies of formal and informal logic.,2.0
91,41063,GE_CF4_U1516 Christian Formation 4,,SP2022_PHIL3620_01,Research Paper,Minimum: Construct an inductive or deductive argument demonstrating a basic understanding of how the premises should support the conclusion.,1.0
92,2402,GE_H1_U1516 Humanities 1,,SP2022_HIST3480_1U,Assignment - Final Paper,"Exemplary: Create personal visual, musical and/or literary compositions in light of historical  visual, musical, and literary art.",3.0
93,18405,GE_H1_U1516 Humanities 1,,SP2022_HIST3480_1U,Assignment - Final Paper,,
94,21459,GE_H1_U1516 Humanities 1,,SP2022_HIST3480_1U,Assignment - Final Paper,Target: Delineate the characteristics that make the historical composers/artists relevant to today's cultural context.,2.0
95,23716,GE_H1_U1516 Humanities 1,,SP2022_HIST3480_1U,Assignment - Final Paper,Target: Delineate the characteristics that make the historical composers/artists relevant to today's cultural context.,2.0
96,27465,GE_H1_U1516 Humanities 1,,SP2022_HIST3480_1U,Assignment - Final Paper,Target: Delineate the characteristics that make the historical composers/artists relevant to today's cultural context.,2.0
97,27561,GE_H1_U1516 Humanities 1,,SP2022_HIST3480_1U,Assignment - Final Paper,"Exemplary: Create personal visual, musical and/or literary compositions in light of historical  visual, musical, and literary art.",3.0
98,27864,GE_H1_U1516 Humanities 1,,SP2022_HIST3480_1U,Assignment - Final Paper,"Exemplary: Create personal visual, musical and/or literary compositions in light of historical  visual, musical, and literary art.",3.0
99,27959,GE_H1_U1516 Humanities 1,,SP2022_HIST3480_1U,Assignment - Final Paper,"Minimum: Identify and define historical characteristics of  visual, musical, and literary art.",1.0
100,34684,GE_H1_U1516 Humanities 1,,SP2022_HIST3480_1U,Assignment - Final Paper,"Exemplary: Create personal visual, musical and/or literary compositions in light of historical  visual, musical, and literary art.",3.0
101,34911,GE_H1_U1516 Humanities 1,,SP2022_HIST3480_1U,Assignment - Final Paper,,
102,35174,GE_H1_U1516 Humanities 1,,SP2022_HIST3480_1U,Assignment - Final Paper,"Minimum: Identify and define historical characteristics of  visual, musical, and literary art.",1.0
103,38945,GE_H1_U1516 Humanities 1,,SP2022_HIST3480_1U,Assignment - Final Paper,"Exemplary: Create personal visual, musical and/or literary compositions in light of historical  visual, musical, and literary art.",3.0
104,39003,GE_H1_U1516 Humanities 1,,SP2022_HIST3480_1U,Assignment - Final Paper,"Exemplary: Create personal visual, musical and/or literary compositions in light of historical  visual, musical, and literary art.",3.0
105,39040,GE_H1_U1516 Humanities 1,,SP2022_HIST3480_1U,Assignment - Final Paper,Target: Delineate the characteristics that make the historical composers/artists relevant to today's cultural context.,2.0
106,40616,GE_H1_U1516 Humanities 1,,SP2022_HIST3480_1U,Assignment - Final Paper,Target: Delineate the characteristics that make the historical composers/artists relevant to today's cultural context.,2.0
107,40709,GE_H1_U1516 Humanities 1,,SP2022_HIST3480_1U,Assignment - Final Paper,Target: Delineate the characteristics that make the historical composers/artists relevant to today's cultural context.,2.0
108,45741,GE_H1_U1516 Humanities 1,,SP2022_HIST3480_1U,Assignment - Final Paper,Target: Delineate the characteristics that make the historical composers/artists relevant to today's cultural context.,2.0
109,17755,GE_H3_U1516 Humanities 3,,SP2022_EDUC2250_1L,Field Experience Project Presentation,"Target: Demonstrate cultural competence by observing, contrasting, comparing, and understanding different cultures.",2.0
110,22908,GE_H3_U1516 Humanities 3,,SP2022_EDUC2250_1L,Field Experience Project Presentation,"Target: Demonstrate cultural competence by observing, contrasting, comparing, and understanding different cultures.",2.0
111,27736,GE_H3_U1516 Humanities 3,,SP2022_EDUC2250_1U,Field Experience Project Presentation,"Target: Demonstrate cultural competence by observing, contrasting, comparing, and understanding different cultures.",2.0
112,34375,GE_H3_U1516 Humanities 3,,SP2022_EDUC2250_1L,Field Experience Project Presentation,"Target: Demonstrate cultural competence by observing, contrasting, comparing, and understanding different cultures.",2.0
113,34386,GE_H3_U1516 Humanities 3,,SP2022_EDUC2250_1U,Field Experience Project Presentation,"Target: Demonstrate cultural competence by observing, contrasting, comparing, and understanding different cultures.",2.0
114,34615,GE_H3_U1516 Humanities 3,,SP2022_EDUC2250_1L,Field Experience Project Presentation,"Target: Demonstrate cultural competence by observing, contrasting, comparing, and understanding different cultures.",2.0
115,34664,GE_H3_U1516 Humanities 3,,SP2022_EDUC2250_1L,Field Experience Project Presentation,"Target: Demonstrate cultural competence by observing, contrasting, comparing, and understanding different cultures.",2.0
116,34856,GE_H3_U1516 Humanities 3,,SP2022_EDUC2250_1U,Field Experience Project Presentation,"Target: Demonstrate cultural competence by observing, contrasting, comparing, and understanding different cultures.",2.0
117,39331,GE_H3_U1516 Humanities 3,,SP2022_EDUC2250_1L,Field Experience Project Presentation,"Target: Demonstrate cultural competence by observing, contrasting, comparing, and understanding different cultures.",2.0
118,40940,GE_H3_U1516 Humanities 3,,SP2022_EDUC2250_1L,Field Experience Project Presentation,"Target: Demonstrate cultural competence by observing, contrasting, comparing, and understanding different cultures.",2.0
119,46468,GE_H3_U1516 Humanities 3,,SP2022_EDUC2250_1U,Field Experience Project Presentation,"Target: Demonstrate cultural competence by observing, contrasting, comparing, and understanding different cultures.",2.0
120,2402,GE_H4_U1516 Humanities 4,,SP2022_HIST3480_1U,Assignment - Final Paper,Exemplary: Engage in the practice and application of the humanities during their college career.,3.0
121,16164,GE_H4_U1516 Humanities 4,,SP2022_ENGL2410W_1U,DUE SATURDAY- Final Paper,Exemplary: Engage in the practice and application of the humanities during their college career.,3.0
122,18405,GE_H4_U1516 Humanities 4,,SP2022_HIST3480_1U,Assignment - Final Paper,,
123,19671,GE_H4_U1516 Humanities 4,,SP2022_ENGL2410W_1U,DUE SATURDAY- Final Paper,Target: Demonstrate knowledge of humanities and the skills therein.,2.0
124,21257,GE_H4_U1516 Humanities 4,,SP2022_ENGL2410W_1U,DUE SATURDAY- Final Paper,Target: Demonstrate knowledge of humanities and the skills therein.,2.0
125,21272,GE_H4_U1516 Humanities 4,,SP2022_ENGL2410W_1U,DUE SATURDAY- Final Paper,,
126,21459,GE_H4_U1516 Humanities 4,,SP2022_HIST3480_1U,Assignment - Final Paper,Target: Demonstrate knowledge of humanities and the skills therein.,2.0
127,21464,GE_H4_U1516 Humanities 4,,SP2022_ENGL2410W_1U,DUE SATURDAY- Final Paper,Target: Demonstrate knowledge of humanities and the skills therein.,2.0
128,21487,GE_H4_U1516 Humanities 4,,SP2022_ENGL2410W_1U,DUE SATURDAY- Final Paper,Target: Demonstrate knowledge of humanities and the skills therein.,2.0
129,21608,GE_H4_U1516 Humanities 4,,SP2022_ENGL2410W_1U,DUE SATURDAY- Final Paper,Exemplary: Engage in the practice and application of the humanities during their college career.,3.0
130,21799,GE_H4_U1516 Humanities 4,,SP2022_ENGL2410W_1U,DUE SATURDAY- Final Paper,Exemplary: Engage in the practice and application of the humanities during their college career.,3.0
